,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
0,After the Wedding,2006,R,11 May 2007,120 min,Drama,Susanne Bier,"Susanne Bier (story), Anders Thomas Jensen (story), Anders Thomas Jensen (screenplay)","Mads Mikkelsen, Neeral Mulchandani, Tanya Sharma, Swini Khara","A manager of an orphanage in India is sent to Copenhagen, Denmark, where he discovers a life-altering family secret.","Danish, Swedish, English, Hindi","Denmark, Sweden, UK, Norway",Nominated for 1 Oscar. Another 10 wins & 16 nominations.,https://m.media-amazon.com/images/M/MV5BMjIxODEyOTQ5Ml5BMl5BanBnXkFtZTcwNjE3NzI5Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78,7.7,"29,888",tt0457655,movie,10 Jul 2007,"$1,504,179",IFC Films,N/A,True,
0,Marianne & Leonard: Words of Love,2019,R,05 Jul 2019,102 min,"Documentary, Biography, Music, Romance",Nick Broomfield,N/A,"Nick Broomfield, Marianne Ihlen, Leonard Cohen, Nancy Bacal",An in-depth look at the relationship between the late musician Leonard Cohen and his Norwegian muse Marianne Ihlen.,"English, Norwegian",USA,N/A,https://m.media-amazon.com/images/M/MV5BYTU2N2I4OWUtNmIxNy00YmM5LWJkYzItOWE4NTc5ODczNzUwXkEyXkFqcGdeQXVyODAzODU1NDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,6.9,513,tt9358196,movie,01 Oct 2019,N/A,Roadside Attractions,N/A,True,
0,Diego Maradona,2019,TV-14,20 Sep 2019,130 min,"Documentary, Biography, Sport",Asif Kapadia,N/A,"Diego Armando Maradona, Pelé, Claudia Villafañe, Dalma Maradona","Constructed from over 500 hours of never-before-seen footage, this documentary centers on the career of celebrated football player Diego Armando Maradona, who played for S.S.C. Napoli in the 1980s.","English, Spanish",UK,N/A,https://m.media-amazon.com/images/M/MV5BMTAzMDVhYjktZjE4My00YjVhLWFjZWEtODk0ZjU4M2Q1ZjYwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78,7.7,"3,817",tt5433114,movie,N/A,N/A,HBO Sports,N/A,True,
0,Polaroid,2019,PG-13,17 Sep 2019,88 min,"Drama, Horror, Thriller",Lars Klevberg,Blair Butler (screenplay by),"Kathryn Prescott, Tyler Young, Samantha Logan, Keenan Tracey","High school loner Bird Fitcher has no idea what dark secrets are tied to the mysterious Polaroid vintage camera she stumbles upon, but it doesn't take long to discover that those who have their picture taken meet a tragic end.",English,"Canada, Norway, USA",N/A,https://m.media-amazon.com/images/M/MV5BMTU2MDI0NDYxNl5BMl5BanBnXkFtZTgwMDAxOTQxMjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",N/A,5.1,"5,630",tt5598292,movie,12 Nov 2019,N/A,Vertical Entertainment,N/A,True,
0,The Art of Self-Defense,2019,R,19 Jul 2019,104 min,"Comedy, Crime, Drama, Mystery, Sport, Thriller",Riley Stearns,Riley Stearns,"Jesse Eisenberg, Alessandro Nivola, Imogen Poots, Steve Terada","After being attacked on the street, a young man enlists at a local dojo, led by a charismatic and mysterious sensei, in an effort to learn how to defend himself from future threats.","English, French, German",USA,N/A,https://m.media-amazon.com/images/M/MV5BZDlkOGE4YTUtYWRlZS00YjFkLWE3NmUtNzNlNjdiZTk2NzdhXkEyXkFqcGdeQXVyNDY2MjcyOTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,6.7,"11,606",tt7339248,movie,08 Oct 2019,N/A,Bleecker Street,N/A,True,
0,3 from Hell,2019,R,01 Sep 2019,111 min,Horror,Rob Zombie,Rob Zombie,"Sheri Moon Zombie, Bill Moseley, Sid Haig, Jeff Daniel Phillips",Sequel to The Devil's Rejects.,"English, Spanish",USA,N/A,https://m.media-amazon.com/images/M/MV5BOWY5NzU5YTEtNTQ5My00Yzk0LTg2M2UtYWU4MjQwY2Y5ZTBmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,5.7,"5,667",tt8134742,movie,15 Oct 2019,N/A,Lionsgate,N/A,True,
0,Piranhas,2019,N/A,13 Feb 2019,105 min,"Crime, Drama",Claudio Giovannesi,"Roberto Saviano (novel), Claudio Giovannesi (screenplay), Roberto Saviano (screenplay), Maurizio Braucci (screenplay)","Francesco Di Napoli, Viviana Aprea, Mattia Piano Del Balzo, Ciro Vecchione",A gang of teenage boys stalk the streets of Naples armed with hand guns and AK-47s to do their mob bosses' bidding.,Neapolitan,Italy,N/A,https://m.media-amazon.com/images/M/MV5BMGYzMDY5MjAtZjM2ZS00ZmFlLTlhY2EtYzM4MDNiYTBlMDIzXkEyXkFqcGdeQXVyNDU0NjMyNTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,6.6,"1,755",tt8740778,movie,N/A,N/A,N/A,N/A,True,
0,Luce,2019,R,05 Sep 2019,109 min,Drama,Julius Onah,"J.C. Lee (play), J.C. Lee (screenplay), Julius Onah (screenplay)","Naomi Watts, Octavia Spencer, Tim Roth, Kelvin Harrison Jr.","A married couple is forced to reckon with their idealized image of their son, adopted from war-torn Eritrea, after an alarming discovery by a devoted high school teacher threatens his status as an all-star student.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNjkwMDMwOTQtM2MwMS00NjVmLThlODgtZmYyZjBhMjgzYTM3XkEyXkFqcGdeQXVyODAzODU1NDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,7.0,"1,428",tt7616148,movie,29 Oct 2019,N/A,NEON,N/A,True,
0,The Aeronauts,2019,PG-13,20 Dec 2019,100 min,"Action, Adventure, Biography, Drama, Romance",Tom Harper,"Tom Harper (story by), Jack Thorne (story by), Jack Thorne","Felicity Jones, Eddie Redmayne, Himesh Patel, Phoebe Fox",Pilot Amelia Wren (Felicity Jones) and scientist James Glaisher (Eddie Redmayne) find themselves in an epic fight for survival while attempting to make discoveries in a gas balloon.,English,"UK, USA",N/A,https://m.media-amazon.com/images/M/MV5BMmJkM2M0OTUtNGI3NC00ZTNiLWI4MDUtMGI5MzM1MmQyNTliXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,6.4,693,tt6141246,movie,20 Dec 2019,N/A,Amazon Studios,N/A,True,
0,Luka Chuppi,2019,Not Rated,01 Mar 2019,126 min,"Comedy, Romance",Laxman Utekar,Rohan Shankar,"Kartik Aaryan, Kriti Sanon, Aparshakti Khurana, Pankaj Tripathi",It tells the story of a television reporter in Mathura who falls in love with a headstrong woman.,Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BY2MwM2ZhNTItMzkwNi00MTQxLTljMDAtZTk1YmU2M2YzNGVmXkEyXkFqcGdeQXVyNjE1OTQ0NjA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}]",N/A,6.3,"6,227",tt8908002,movie,N/A,N/A,N/A,N/A,True,
0,The Other Side of Heaven 2: Fire of Faith,2019,PG-13,28 Jun 2019,110 min,"Adventure, Biography, Drama",Mitch Davis,Mitch Davis,"Christopher Gorham, Natalie Medlock, Russell Dixon, Joe Folau","Missionary John H. Groberg returns to Tonga in the 1960s with his wife and their five young daughters. When their sixth child is born with a serious illness, the Grobergs face their ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjIyMDJkNzYtOTlhYy00ZGQzLWI0MjctMjA3MGFmZTc0ZmQ5XkEyXkFqcGdeQXVyMTk3NDI2Njc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}]",N/A,5.6,149,tt8174450,movie,N/A,N/A,Good Deed Entertainment,N/A,True,
0,42nd Street: The Musical,2019,Not Rated,01 May 2019,155 min,Musical,"Mark Bramble, Ross MacGibbon",Mark Bramble,"Philip Bertioli, Clare Halse, Bonnie Langford, Tom Lister","Peggy Sawyer, a talented young performer with stars in her eyes gets her big break on Broadway.",English,UK,N/A,https://m.media-amazon.com/images/M/MV5BZGNiYmIzMDEtYzk3NS00MmJmLTkyOTgtNDIyNGM4MGFmOWNiXkEyXkFqcGdeQXVyMDUxODczMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.2/10'}]",N/A,9.2,10,tt10140002,movie,N/A,N/A,N/A,N/A,True,
0,The Souvenir,2019,R,30 Aug 2019,120 min,"Drama, Mystery, Romance",Joanna Hogg,Joanna Hogg (screenplay),"Neil Young, Tosin Cole, Jack McMullen, Tilda Swinton",A young film student in the early '80s becomes romantically involved with a complicated and untrustworthy man.,English,"UK, USA",N/A,https://m.media-amazon.com/images/M/MV5BMTk2NjY3NDYzN15BMl5BanBnXkFtZTgwOTUxNzg0NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '92/100'}]",92,6.5,"3,118",tt6920356,movie,30 Jul 2019,N/A,A24,N/A,True,
0,A Brother's Love,2019,N/A,26 Jun 2019,117 min,Drama,Monia Chokri,Monia Chokri,"Anne-Élisabeth Bossé, Patrick Hivon, Evelyne Brochu, Sasson Gabai","Sophia, an unemployed academic, is forced to change the way she thinks and lives her life when Karim, her beloved brother, falls in love.",French,Canada,N/A,https://m.media-amazon.com/images/M/MV5BZmNmMzhlZWMtOGUyNS00N2ZjLTliNjktMTRhYTM0MWEzNTIyXkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,6.9,266,tt10155342,movie,N/A,N/A,N/A,N/A,True,
0,Student of the Year 2,2019,Not Rated,10 May 2019,146 min,"Drama, Romance, Sport",Punit Malhotra,"Paulomi Dutta (Additional writer), Karan Johar (characters), Arshad Sayed","Tiger Shroff, Tara Sutaria, Ananya Panday, Aditya Seal","A student must face off against bullies and overcome hurdles, both academic and romantic, to win his college's coveted Student of the Year trophy.",Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BNDg2NjhlZGItMGQ2Ny00NTMwLWExMmItMmVmNmNlYTA3ZTlkXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '2.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '7%'}]",N/A,2.4,"12,491",tt7255568,movie,N/A,N/A,Dharma Productions,N/A,True,
0,The Informer,1935,Approved,24 May 1935,91 min,"Crime, Drama",John Ford,"Dudley Nichols (screen play), Liam O'Flaherty (from the story by)","Victor McLaglen, Heather Angel, Preston Foster, Margot Grahame","In 1922, an Irish rebel informs on his friend, then feels doom closing in.",English,USA,Won 4 Oscars. Another 5 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMDM1YjliYzYtOTkzMS00M2NkLThhNjctM2RlM2MxODE4YjJjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}]",N/A,7.5,"5,121",tt0026529,movie,06 Jun 2006,N/A,Media Home Entertainment,N/A,True,
0,Matthias & Maxime,2019,N/A,09 Oct 2019,119 min,Drama,Xavier Dolan,Xavier Dolan,"Gabriel D'Almeida Freitas, Xavier Dolan, Pier-Luc Funk, Samuel Gauthier",A drama focusing on a group of friends in their late 20s.,French,Canada,N/A,https://m.media-amazon.com/images/M/MV5BYTVhYjc2NzQtMzA2Ni00MGU4LWJhNWEtY2FkOGVhMDdjYmI2XkEyXkFqcGdeQXVyMzIzNDU1NTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59,6.8,771,tt8767908,movie,N/A,N/A,Sons of Manual,N/A,True,
0,The Crossing,2018,TV-PG,19 Mar 2018,42 min,"Adventure, Drama, Sci-Fi",N/A,"Jay Beattie, Dan Dworkin","Steve Zahn, Natalie Martinez, Tommy Bastow, Rob Campbell",Refugees from a war-torn country 180 years in the future start showing up in the present to seek asylum in an American town.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjIxMjMxMTc1OF5BMl5BanBnXkFtZTgwNzg1Mjg1NDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,"7,872",tt6461824,series,,,,,True,1
0,The Kid,1921,Not Rated,06 Feb 1921,68 min,"Comedy, Drama, Family",Charles Chaplin,Charles Chaplin,"Carl Miller, Edna Purviance, Jackie Coogan, Charles Chaplin","The Tramp cares for an abandoned child, but events put that relationship in jeopardy.",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BZjhhMThhNDItNTY2MC00MmU1LTliNDEtNDdhZjdlNTY5ZDQ1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,8.3,"100,446",tt0012349,movie,02 Mar 2004,N/A,First National Pictures Inc.,N/A,True,
0,Tel Aviv on Fire,2018,N/A,03 Apr 2019,100 min,"Comedy, Drama, Romance",Sameh Zoabi,"Dan Kleinman, Sameh Zoabi","Kais Nashif, Lubna Azabal, Yaniv Biton, Maisa Abd Elhadi","Salam, an inexperienced young Palestinian man, becomes a writer on a popular soap opera after a chance meeting with an Israeli soldier. His creative career is on the rise - until the ...","Arabic, Hebrew","Luxembourg, Belgium, Israel, France",N/A,https://m.media-amazon.com/images/M/MV5BNDdmZGZkMzctODUxYy00MDllLTk0YWItZjI2M2UyY2IzZjA2XkEyXkFqcGdeQXVyMjUzMTYzMDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,6.9,864,tt5791098,movie,12 Nov 2019,N/A,Cohen Media Group,N/A,True,
0,The Chaperone,2011,PG-13,24 Mar 2011,103 min,"Action, Comedy, Family",Stephen Herek,S.J. Roth,"Paul Levesque, Kevin Corrigan, José Zúñiga, Kevin Rankin",An ex-con on the run from his criminal past hides out from those he ratted on by chaperoning a field trip to New Orleans.,English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMTkyOTE2NTM4NF5BMl5BanBnXkFtZTcwMDU3NjYzNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",33,5.0,"4,803",tt1663187,movie,08 Mar 2011,N/A,Samuel Goldwyn Films/WWE Studios,N/A,True,
0,Honey Boy,2019,R,08 Nov 2019,94 min,Drama,Alma Har'el,Shia LaBeouf,"Shia LaBeouf, Lucas Hedges, Noah Jupe, Byron Bowers",A young actor's stormy childhood and early adult years as he struggles to reconcile with his father and deal with his mental health.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZWQ5YThjZjAtNWM3ZC00MDJjLWIzNDktY2Y2Y2FmMTFiNWJmXkEyXkFqcGdeQXVyMTA2MDQ3MTQ3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,7.0,"1,382",tt8151874,movie,N/A,N/A,Amazon Studios,N/A,True,
0,De De Pyaar De,2019,Not Rated,17 May 2019,135 min,"Comedy, Romance",Akiv Ali,"Surabhi Bhatnagar, Tarun Jain, Luv Ranjan","Ajay Devgn, Tabu, Rakul Preet Singh, Jimmy Sheirgill",A 50-year-old single father faces disapproval from his family and his ex-wife when he falls in love with a 26-year-old woman.,Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BOTRiYzExNWItNDk4ZS00Y2RiLTgwNmUtODI5N2FmOGM5NzM3XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}]",N/A,6.6,"5,259",tt8647400,movie,N/A,N/A,Yash Raj Films,N/A,True,
0,Teen Spirit,2011,TV-PG,07 Aug 2011,82 min,"Comedy, Drama, Fantasy",Gil Junger,"David Kendall (teleplay), Kathryn McCullough (story and teleplay), Bob Young (teleplay)","Cassandra Scerbo, Carissa Capobianco, Gabriela Lopez, Katrina Rose Tandy","The story is about Amber, a mean popular girl who gets electrocuted and dies and is not allowed to enter into heaven unless she helps the least popular girl in school become Prom Queen within a week, but things do not go as planned.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMzFkM2Y4MjctMWI5YS00ZDljLTgxOGEtYzcxZWRkYWY3NmM3XkEyXkFqcGdeQXVyMjczOTU2NTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",N/A,5.5,"6,681",tt1845866,movie,N/A,N/A,Reel World Management,N/A,True,
0,El Chicano,2018,R,03 May 2019,108 min,Drama,Ben Hernandez Bray,"Ben Hernandez Bray, Joe Carnahan","Logan Arevalo, Julian Bray, Adolfo Alvarez, Marco Rodríguez",A pair of twin brothers from East L.A. choose to live their lives differently and end up on opposite sides of the law.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYzkyNDJhNDYtODkzMC00NjVmLWI1OWItOWI4ODQwMzZiMWYyXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,5.3,666,tt7374952,movie,N/A,N/A,N/A,N/A,True,
0,Monos,2019,R,15 Aug 2019,102 min,"Drama, Thriller",Alejandro Landes,"Alejandro Landes (screenplay), Alexis Dos Santos (screenplay), Alejandro Landes (story by)","Sofia Buenaventura, Moises Arias, Julianne Nicholson, Laura Castrillón","On a remote mountaintop, eight kids with guns watch over a hostage and a conscripted milk cow.","English, Spanish","Colombia, Argentina, Netherlands, Germany, Sweden, Uruguay, USA, Switzerland, Denmark",N/A,https://m.media-amazon.com/images/M/MV5BYTA0ZDllNTYtY2ExYS00NGJlLWEzNGEtMjhkMzdhYjViMjZiXkEyXkFqcGdeQXVyODAzODU1NDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78,7.4,"2,340",tt6062774,movie,N/A,N/A,NEON,N/A,True,
0,Roger Waters - Us + Them,2019,N/A,02 Oct 2019,135 min,"Documentary, Music","Sean Evans, Roger Waters",N/A,"Rufat Aliyev, Farshid Azizi, Nikoo Bafti, Azzurra Caccetta",A look at Roger Waters' 2017-2018 concert tour.,English,UK,N/A,https://m.media-amazon.com/images/M/MV5BNTk3MGM0NzYtNTk1MS00MTUwLTk0MDUtYTFiNDQ5NmQyODBjXkEyXkFqcGdeQXVyMDA3OTA4MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}]",N/A,8.0,486,tt10121372,movie,N/A,N/A,Trafalgar Releasing,N/A,True,
0,Fagara,2019,N/A,13 Sep 2019,120 min,Drama,Heiward Mak,Heiward Mak,"Kenny Bee, Vicky Chen, Sammi Cheng, Richie Jen","After her father died, a Hong Kong girl discovers she has two hitherto unknown sisters, one in Taiwan and one in China. To settle her father's debt, she must reunite with them to run the ...",Chinese,China,N/A,https://m.media-amazon.com/images/M/MV5BN2MzYzdhNDAtOTNmZS00Y2VlLTk3MjItMzU5ZDQ1ZWE4OTk4XkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,5,tt10551420,movie,N/A,N/A,N/A,N/A,True,
0,Batla House,2019,Not Rated,15 Aug 2019,146 min,"Action, Drama, Thriller",Nikkhil Advani,Ritesh Shah,"John Abraham, Mrunal Thakur, Nora Fatehi, Anil George","After a deadly encounter, a police officer works to prove that the police acted lawfully.",Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BZmI4M2I1NWYtM2MwNS00NDJmLThhMmMtNDk1MzM4ZWQyMDZmXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}]",N/A,7.5,"3,511",tt8869978,movie,N/A,N/A,Viva Entertainment,N/A,True,
0,Kingdom Men Rising,2019,Not Rated,29 Apr 2019,93 min,Documentary,Kyle Lollis,N/A,"Tony Evans, Tim Brown, Tony Dungy, Arthur Evans",Kingdom Men Rising is a documentary exploring what it means to be a real man in the midst of cultural trends where there is confusion about masculinity. Challenging men to rise above what we've become to lives of no more excuses.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZWUyMzQxNDMtYmY3OC00YzI5LTk3MzAtZjMxNWUyMTc2ZGZkXkEyXkFqcGdeQXVyNTA0NTQ4MTg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}]",N/A,8.0,34,tt10122042,movie,N/A,N/A,N/A,N/A,True,
0,El Coyote,2019,R,04 Oct 2019,93 min,Action,Jeffrey Nicholson,"Jeffrey Nicholson, Michael Saquella","Michael Saquella, Robert Costanzo, John Capodice, Kristin Dattilo","The Italian mob descends on the Mexico border, to take on the most powerful cartel in America. Spencer ex mobster in witness protection battles the cartel who captured his son. His mob buddies come to Arizona to help him handle the cartel.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNTBkMGZmNjgtZmUwNC00MmIwLWFmMTgtODEzZjAzY2UyZGZmXkEyXkFqcGdeQXVyNjczNzk2NDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}]",N/A,5.2,11,tt8820136,movie,N/A,N/A,Cactus Blue Entertainment,N/A,True,
0,The Sky Is Pink,2019,N/A,11 Oct 2019,134 min,"Drama, Family, Romance",Shonali Bose,"Shonali Bose, Nilesh Maniyar","Zaira Wasim, Priyanka Chopra, Farhan Akhtar, Rohit Saraf","It is based on the love story of a couple spanning 25 years, told through the lens of their spunky teenage daughter Aisha Chaudhary, who was diagnosed with a Pulmonary fibrosis .","English, Hindi","India, USA, UK, Canada",N/A,https://m.media-amazon.com/images/M/MV5BNWQ5OTJjYTktMGNmYi00ZGMwLTlkYTgtODY3YWIxZDgyMzkwXkEyXkFqcGdeQXVyOTg4MzcyNzQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}]",N/A,4.5,176,tt8902990,movie,N/A,N/A,PackYourBag Films,N/A,True,
0,Bennett's War,2019,PG-13,30 Aug 2019,94 min,Sport,Alex Ranarivelo,Alex Ranarivelo,"Michael Roark, Trace Adkins, Ali Afshar, Allison Paige","After surviving an IED explosion in combat overseas, a young soldier with the Army Motorcycle Unit is medically discharged with a broken back and leg. Against all odds he trains to make an ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNzM0Zjc2OWMtY2NjNS00ZmE4LWEzZTItMWE3NjQ4NmM2YzE2XkEyXkFqcGdeQXVyOTk0Mjc1MDA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}]",N/A,4.9,202,tt7370952,movie,N/A,N/A,N/A,N/A,True,
0,Dark Waters,1993,R,06 Oct 2006,94 min,"Horror, Mystery",Mariano Baino,"Mariano Baino, Andy Bark","Louise Salter, Venera Simmons, Mariya Kapnist, Lubov Snegur","A girl travels to an island, after the death of her father, to find out why the father funded a monestary on the island.","English, Russian","Russia, UK",1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BYmM0YjFkNjktZjdjNC00N2Y3LWFlN2YtNTBkOGI3ZjJkNzEzXkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",N/A,6.2,"1,599",tt0109550,movie,05 Oct 2004,N/A,York Entertainment,N/A,True,
0,Cold Blood,2019,TV-PG,05 Jul 2019,91 min,"Action, Thriller",Frédéric Petitjean,Frédéric Petitjean,"Jean Reno, Sarah Lind, Joe Anderson, David Gyasi","A hit-man lives isolated in a cabin at the edge of a lake. One day, an injured woman arrives in front of his house. To save her, he could well risk his own life.","French, English","France, Ukraine, Belgium",N/A,https://m.media-amazon.com/images/M/MV5BZTBmYzNmYjItNWU5OS00ZmZlLWFkMmItZWQ5NTlmMWYzMjA5XkEyXkFqcGdeQXVyNDExMzMxNjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}, {'Source': 'Metacritic', 'Value': '25/100'}]",25,4.5,"1,976",tt9082020,movie,N/A,N/A,N/A,N/A,True,
0,RUSH: Cinema Strangiato 2019,2019,N/A,21 Aug 2019,N/A,Music,Dale Heslip,N/A,"Geddy Lee, Alex Lifeson, Neil Peart, Tom Morello","The Holy Trinity of Rock returns to the big screen on Wednesday, August 21, when the first ""Annual Exercise in Fan Indulgence"" Cinema Strangiato brings Rush fans together in movie theatres ...",N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BOTEyNmUwOTktMTlhZC00MmMxLTkyZmMtMWVkNzIwMTQwOWI2XkEyXkFqcGdeQXVyODE2OTcxMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}]",N/A,8.6,68,tt10471420,movie,N/A,N/A,N/A,N/A,True,
