,Unnamed: 0,Unnamed: 0.1,Title,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,index,level_0,totalSeasons,Worldwide,Domestic,% Domestic,Foreign,% Foreign
0,,,Ben-Hur,"Charlton Heston, Jack Hawkins, Haya Harareet, Stephen Boyd",Won 11 Oscars. Another 17 wins & 13 nominations.,N/A,USA,13-Sep-05,William Wyler,"Adventure, Drama, History",English,90,"When a Jewish prince is betrayed and sent into slavery by a Roman friend, he regains his freedom and comes back for revenge.",https://m.media-amazon.com/images/M/MV5BNjgxY2JiZDYtZmMwOC00ZmJjLWJmODUtMTNmNWNmYWI5ODkwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,MGM,G,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",29-Jan-60,TRUE,212 min,movie,N/A,"Lew Wallace (novel), Karl Tunberg (screenplay)",1959,tt0052618,8.1,"204,834",,,,,,,,
0,,,Forever My Girl,"Alex Roe, Jessica Rothe, Abby Ryder Fortson, Travis Tritt",N/A,"$16,174,498 ",USA,24-Apr-18,Bethany Ashton Wolf,"Drama, Music, Romance",English,36,After being gone for a decade a country star returns home to the love he left behind.,https://m.media-amazon.com/images/M/MV5BMjAwNTA5NTYyNl5BMl5BanBnXkFtZTgwMDIzMzA2MzI@._V1_SX300.jpg,Roadside Attractions and LD Entertainment,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",19-Jan-18,TRUE,108 min,movie,N/A,"Bethany Ashton Wolf (screenplay by), Heidi McLaughlin (based on the novel by)",2018,tt4103724,6.7,"11,604",,,,,,,,
0,,,I Am Not Madame Bovary,"Chengpeng Dong, Bingbing Fan, Wei Fan, Xiaogang Feng",14 wins & 10 nominations.,"$436,596 ",China,N/A,Xiaogang Feng,"Comedy, Drama",Mandarin,65,"After being swindled by her ex-husband, a woman takes on the Chinese legal system.",https://m.media-amazon.com/images/M/MV5BMzE4ODgzNjYzMl5BMl5BanBnXkFtZTgwOTg4MDMzMDI@._V1_SX300.jpg,N/A,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",18-Nov-16,TRUE,128 min,movie,N/A,Zhenyun Liu,2016,tt5918090,6.9,"1,816",,,,,,,,
0,,,Concussion,"Will Smith, Alec Baldwin, Albert Brooks, Gugu Mbatha-Raw",Nominated for 1 Golden Globe. Another 4 wins & 15 nominations.,"$23,268,108 ","UK, Australia, USA",29-Mar-16,Peter Landesman,"Biography, Drama, Sport",English,55,"In Pittsburgh, accomplished pathologist Dr. Bennet Omalu uncovers the truth about brain damage in football players who suffer repeated concussions in the course of normal play.",https://m.media-amazon.com/images/M/MV5BMTYwNjgwNDg0NV5BMl5BanBnXkFtZTgwMzY1MjAyNzE@._V1_SX300.jpg,Sony Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",25-Dec-15,TRUE,123 min,movie,N/A,"Peter Landesman, Jeanne Marie Laskas (based on the GQ article ""Game Brain"" by)",2015,tt3322364,7.1,"79,405",,,,,,,,
0,,,The Boy Next Door,"Jennifer Lopez, Ryan Guzman, Ian Nelson, John Corbett",1 win & 6 nominations.,N/A,USA,28-Apr-15,Rob Cohen,"Horror, Thriller",English,30,"A woman, separated from her unfaithful husband, falls for a younger man who has moved in next door, but their torrid affair soon takes a dangerous turn.",https://m.media-amazon.com/images/M/MV5BMTgxNTEyMTYzOV5BMl5BanBnXkFtZTgwNzQ4OTg5MjE@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",23-Jan-15,TRUE,91 min,movie,N/A,Barbara Curry,2015,tt3181822,4.7,"35,660",,,,,,,,
0,,,Kingsman: The Golden Circle,"Taron Egerton, Edward Holcroft, Gordon Alexander, Mark Strong",1 win & 4 nominations.,"$99,733,121 ","UK, USA",12-Dec-17,Matthew Vaughn,"Action, Adventure, Comedy","English, Italian, Swedish",44,"When their headquarters are destroyed and the world is held hostage, the Kingsman's journey leads them to the discovery of an allied spy organization in the United States. These two elite secret organizations must band together to defeat a common enemy.",https://m.media-amazon.com/images/M/MV5BMjQ3OTgzMzY4NF5BMl5BanBnXkFtZTgwOTc4OTQyMzI@._V1_SX300.jpg,20th Century Fox,R,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",22-Sep-17,TRUE,141 min,movie,N/A,"Jane Goldman, Matthew Vaughn, Mark Millar (based on the comic book ""The Secret Service"" by), Dave Gibbons (based on the comic book ""The Secret Service"" by)",2017,tt4649466,6.8,"242,680",,,,,,,,
0,,,Unfriended: Dark Web,"Colin Woodell, Stephanie Nogueras, Betty Gabriel, Rebecca Rittenhouse",N/A,N/A,"USA, Russia",16-Oct-18,Stephen Susco,"Horror, Mystery, Thriller","English, American Sign Language, Indonesian",53,"A teen comes into possession of a new laptop and soon discovers that the previous owner is not only watching him, but will also do anything to get it back.",https://m.media-amazon.com/images/M/MV5BNTI0OWYwZGEtMDNkMy00YTQyLTg2NTgtNWM1N2ViOGU5ZjEzXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SX300.jpg,BH Tilt,R,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",20-Jul-18,TRUE,92 min,movie,N/A,Stephen Susco,2018,tt4761916,5.9,"16,154",,,,,,,,
0,,,Peppermint,"Jennifer Garner, John Gallagher Jr., John Ortiz, Juan Pablo Raba",N/A,N/A,"Hong Kong, USA",11-Dec-18,Pierre Morel,"Action, Drama, Thriller","English, Spanish",29,"Five years after her husband and daughter are killed in a senseless act of violence, a woman comes back from self-imposed exile to seek revenge against those responsible and the system that let them go free.",https://m.media-amazon.com/images/M/MV5BNWVlMjQ3MjItOWE3YS00YTYwLWE0ZDMtZWMyZWY1NzkxNWIwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,STXfilms,R,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",7-Sep-18,TRUE,101 min,movie,N/A,Chad St. John,2018,tt6850820,6.5,"41,828",,,,,,,,
0,,,"Hail, Caesar!","Josh Brolin, George Clooney, Alden Ehrenreich, Ralph Fiennes",Nominated for 1 Oscar. Another 11 wins & 38 nominations.,"$27,927,631 ","UK, Japan, USA",7-Jun-16,"Ethan Coen, Joel Coen","Comedy, Drama, Music, Mystery",English,72,A Hollywood fixer in the 1950s works to keep the studio's stars in line.,https://m.media-amazon.com/images/M/MV5BOTI1M2FlMzItY2VjYS00Y2VkLWI5OTQtMzA0MWMyNmQzZmQ0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Universal Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",5-Feb-16,TRUE,106 min,movie,N/A,"Joel Coen, Ethan Coen",2016,tt0475290,6.3,"114,261",,,,,,,,
0,,,Black Mass,"Johnny Depp, Joel Edgerton, Benedict Cumberbatch, Dakota Johnson",6 wins & 24 nominations.,"$48,786,443 ","USA, UK",22-Dec-15,Scott Cooper,"Biography, Crime, Drama",English,68,"The true story of Whitey Bulger, the brother of a state senator and the most infamous violent criminal in the history of South Boston, who became an FBI informant to take down a Mafia family invading his turf.",https://m.media-amazon.com/images/M/MV5BNzg0ODI3NDQxNF5BMl5BanBnXkFtZTgwMzgzNDA0NjE@._V1_SX300.jpg,Warner Bros Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",18-Sep-15,TRUE,123 min,movie,N/A,"Mark Mallouk (screenplay), Jez Butterworth (screenplay), Dick Lehr (based on the book by), Gerard O'Neill (based on the book by)",2015,tt1355683,6.9,"158,792",,,,,,,,
0,,,Halloween,"Donald Pleasence, Jamie Lee Curtis, Nancy Kyes, P.J. Soles",5 wins & 2 nominations.,N/A,USA,27-Oct-97,John Carpenter,"Horror, Thriller",English,81,"Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again.",https://m.media-amazon.com/images/M/MV5BNzk1OGU2NmMtNTdhZC00NjdlLWE5YTMtZTQ0MGExZTQzOGQyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Compass International Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",27-Oct-78,TRUE,91 min,movie,N/A,"John Carpenter (screenplay), Debra Hill (screenplay)",1978,tt0077651,7.8,"210,029",,,,,,,,
0,,,Their Finest,"Sam Claflin, Gemma Arterton, Nicholas Murchie, Richard E. Grant",1 win & 6 nominations.,"$3,595,841 ","UK, Sweden",11-Jul-17,Lone Scherfig,"Comedy, Drama, Romance, War","English, Hungarian, Polish, French",76,"A former secretary, newly appointed as a scriptwriter for propaganda films, joins the cast and crew of a major production while the Blitz rages around them.",https://m.media-amazon.com/images/M/MV5BNGIwMzIzY2EtZWI1Yi00N2E3LWI0OGMtNmU0MjNmMmNhZmU4XkEyXkFqcGdeQXVyNzY1NzQ2MDk@._V1_SX300.jpg,EuropaCorp / STXfilms,R,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",7-Apr-17,TRUE,117 min,movie,N/A,"Lissa Evans (based on the novel ""Their Finest Hour and a Half"" by), Gaby Chiappe (screenplay by)",2016,tt1661275,6.8,"15,854",,,,,,,,
0,,,Tamasha,"Deepika Padukone, Ranbir Kapoor, Piyush Mishra, Javed Sheikh",2 wins & 3 nominations.,N/A,India,N/A,Imtiaz Ali,"Comedy, Drama, Romance",Hindi,N/A,Tamasha is about the journey of someone who has lost his edge in trying to follow socially acceptable conventions of society. The film is based on the central theme of abrasion and loss of ...,https://m.media-amazon.com/images/M/MV5BMjA1MTc0Mjc4Ml5BMl5BanBnXkFtZTgwNjU5Nzk4NjE@._V1_SX300.jpg,N/A,TV-PG,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}]",27-Nov-15,TRUE,139 min,movie,N/A,Imtiaz Ali,2015,tt3148502,7.2,"20,524",,,,,,,,
0,,,I Can Only Imagine,"J. Michael Finley, Madeline Carroll, Dennis Quaid, Trace Adkins",N/A,N/A,USA,12-Jun-18,"Andrew Erwin, Jon Erwin","Biography, Drama, Family, Music",English,30,"The inspiring and unknown true story behind MercyMe's beloved, chart topping song that brings ultimate hope to so many is a gripping reminder of the power of true forgiveness.",https://m.media-amazon.com/images/M/MV5BMTRjNDc5NTAtZGJlYS00NTg4LTk2NTEtNGUwY2NiZWM3YTY2XkEyXkFqcGdeQXVyNTQ3MjE4NTU@._V1_SX300.jpg,Lionsgate and Roadside Attractions,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",16-Mar-18,TRUE,110 min,movie,N/A,"Bart Millard (based on the life story of), Jon Erwin (story by), Brent McCorkle (story by), Alex Cramer (story by), Jon Erwin (screenplay by), Brent McCorkle (screenplay by)",2018,tt6450186,7.4,"12,176",,,,,,,,
0,,,Wonder Wheel,"Justin Timberlake, Juno Temple, Robert C. Kirk, Kate Winslet",3 wins & 4 nominations.,N/A,USA,6-Mar-18,Woody Allen,Drama,English,45,"On Coney Island in the 1950s, a lifeguard tells the story of a middle-aged carousel operator, his beleaguered wife, and the visitor who turns their lives upside-down.",https://m.media-amazon.com/images/M/MV5BMTA2NjAyMDIzMzleQTJeQWpwZ15BbWU4MDg1NTEwNjMy._V1_SX300.jpg,Amazon Studios,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",15-Dec-17,TRUE,101 min,movie,N/A,Woody Allen,2017,tt5825380,6.2,"21,052",,,,,,,,
0,,,The King's Case Note,"Sun-kyun Lee, Jae-hong Ahn, Hie-won Kim, Jin-mo Joo",N/A,N/A,South Korea,N/A,Hyun-Sung Moon,"Comedy, Mystery",Korean,N/A,A clever King and his brilliant chronicle keeper hunt for the truth behind a crime that threatens the throne and the stability of the country.,https://m.media-amazon.com/images/M/MV5BZDg5ZDExZDUtMTc0MS00MDdmLWIxMWYtY2MwZmFjYjY2ZWFiXkEyXkFqcGdeQXVyNDIzMTI4NDE@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",26-Apr-17,TRUE,114 min,movie,N/A,N/A,2017,tt6817202,6.5,181,,,,,,,,
0,,,Thugs of Hindostan,"Aamir Khan, Amitabh Bachchan, Katrina Kaif, Mohammed Zeeshan Ayyub",N/A,N/A,India,N/A,Vijay Krishna Acharya,"Action, Adventure","Hindi, English",N/A,A story about one man's love for his nation and another's love for power. An epic adventure filled with edge-of-the-seat thrills and war on the seas.,https://m.media-amazon.com/images/M/MV5BMTA3ODUxMzUzMzleQTJeQWpwZ15BbWU4MDMzMzkyNDYz._V1_SX300.jpg,Yash Raj Films USA,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '4.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}]",8-Nov-18,TRUE,164 min,movie,N/A,Vijay Krishna Acharya,2018,tt5970844,4,"15,708",,,,,,,,
0,,,Paul Blart: Mall Cop 2,"Kevin James, Raini Rodriguez, Neal McDonough, Daniella Alonso",1 win & 9 nominations.,N/A,USA,21-Jul-15,Andy Fickman,"Action, Comedy, Crime, Family",English,13,"After six years of keeping our malls safe, Paul Blart has earned a well-deserved vacation. He heads to Las Vegas with his teenage daughter before she heads off to college. But safety never takes a holiday and when duty calls, Blart answers.",https://m.media-amazon.com/images/M/MV5BMTkwMjkxNDQ1MV5BMl5BanBnXkFtZTgwNDQwODIxNTE@._V1_SX300.jpg,Sony Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '5%'}, {'Source': 'Metacritic', 'Value': '13/100'}]",17-Apr-15,TRUE,94 min,movie,N/A,"Kevin James, Nick Bakay, Kevin James (characters), Nick Bakay (characters)",2015,tt3450650,4.4,"31,776",,,,,,,,
0,,,Book Club,"Diane Keaton, Jane Fonda, Candice Bergen, Mary Steenburgen",N/A,N/A,USA,28-Aug-18,Bill Holderman,"Comedy, Drama, Romance","English, Hungarian",53,Four lifelong friends have their lives forever changed after reading 50 Shades of Grey in their monthly book club.,https://m.media-amazon.com/images/M/MV5BMTc0MDY2MDI3Ml5BMl5BanBnXkFtZTgwNjU2MzIyNTM@._V1_SX300.jpg,Paramount Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",18-May-18,TRUE,104 min,movie,N/A,"Bill Holderman, Erin Simms",2018,tt6857166,6.1,"20,959",,,,,,,,
0,,,Dirty Grandpa,"Robert De Niro, Zac Efron, Zoey Deutch, Aubrey Plaza",2 wins & 11 nominations.,"$34,690,808 ",USA,17-May-16,Dan Mazer,Comedy,English,21,"Right before his wedding, an uptight guy is tricked into driving his grandfather, a lecherous former Army Lieutenant Colonel, to Florida for Spring Break.",https://m.media-amazon.com/images/M/MV5BMzk0NzkyNDk2M15BMl5BanBnXkFtZTgwNDczOTU3NzE@._V1_SX300.jpg,Lionsgate Films,R,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '21/100'}]",22-Jan-16,TRUE,102 min,movie,N/A,John Phillips,2016,tt1860213,5.9,"104,859",,,,,,,,
0,,,Going in Style,"Michael Caine, Alan Arkin, Ann-Margret, Matt Dillon",N/A,N/A,USA,30-Mar-04,Zach Braff,"Comedy, Crime",English,50,"Desperate to pay the bills and come through for their loved ones, three lifelong pals risk it all by embarking on a daring bid to knock off the very bank that absconded with their money.",https://m.media-amazon.com/images/M/MV5BMTc5Mzg3NjI4OF5BMl5BanBnXkFtZTgwNzA3Mzg4MDI@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",7-Apr-17,TRUE,96 min,movie,N/A,"Theodore Melfi (screenplay by), Edward Cannon (based on the story by)",2017,tt2568862,6.6,"68,819",,,,,,,,
0,,,Slender Man,"Joey King, Julia Goldani Telles, Jaz Sinclair, Annalise Basso",N/A,N/A,USA,30-Oct-18,Sylvain White,"Horror, Mystery, Thriller",English,30,"In a small town in Massachusetts, a group of friends, fascinated by the internet lore of the Slender Man, attempt to prove that he doesn't actually exist - until one of them mysteriously goes missing.",https://m.media-amazon.com/images/M/MV5BMjE0MzcwMDAyNl5BMl5BanBnXkFtZTgwMzc4ODg0NDM@._V1_SX300.jpg,Screen Gems,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '3.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '7%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",10-Aug-18,TRUE,93 min,movie,N/A,"David Birke, Victor Surge (based on a character by)",2018,tt5690360,3.2,"22,356",,,,,,,,
0,,,A United Kingdom,"David Oyelowo, Rosamund Pike, Tom Felton, Jack Davenport",1 win & 4 nominations.,"$3,901,302 ","Czech Republic, UK, USA, France, Botswana",6-Jun-17,Amma Asante,"Biography, Drama, Romance","Tswana, English",65,"The story of King Seretse Khama of Botswana and how his loving but controversial marriage to a British white woman, Ruth Williams, put his kingdom into political and diplomatic turmoil.",https://m.media-amazon.com/images/M/MV5BOGRhMjY4YjAtOGI4ZC00OTc1LTk0ZDUtMTBhNjMyMzEzMjc3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTgwMTQyNjY@._V1_SX300.jpg,Harbinger Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",10-Feb-17,TRUE,111 min,movie,N/A,"Guy Hibbert (screenplay by), Susan Williams (based upon the book 'Colour Bar' by)",2016,tt3387266,6.8,"12,526",,,,,,,,
0,,,The Founder,"Michael Keaton, Nick Offerman, John Carroll Lynch, Linda Cardellini",1 win & 3 nominations.,"$12,785,093 ",USA,18-Apr-17,John Lee Hancock,"Biography, Drama, History","English, Yiddish",66,"The story of Ray Kroc, a salesman who turned two brothers' innovative fast food eatery, McDonald's, into the biggest restaurant business in the world, with a combination of ambition, persistence, and ruthlessness.",https://m.media-amazon.com/images/M/MV5BMzExNDg0MDk1M15BMl5BanBnXkFtZTgwNzE1Mjg0MDI@._V1_SX300.jpg,The Weinstein Company,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",20-Jan-17,TRUE,115 min,movie,N/A,Robert Siegel,2016,tt4276820,7.2,"103,730",,,,,,,,
0,,,Blockers,"Leslie Mann, John Cena, Ike Barinholtz, Kathryn Newton",1 nomination.,N/A,USA,19-Jun-18,Kay Cannon,Comedy,English,69,Three parents try to stop their daughters from losing their virginity on prom night.,https://m.media-amazon.com/images/M/MV5BMjE0ODIzNjkzMl5BMl5BanBnXkFtZTgwODQ3MzU4NDM@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",6-Apr-18,TRUE,102 min,movie,N/A,"Brian Kehoe, Jim Kehoe",2018,tt2531344,6.2,"60,807",,,,,,,,
0,,,Prem Ratan Dhan Payo,"Salman Khan, Sonam Kapoor, Neil Nitin Mukesh, Deepak Dobriyal",2 wins.,"$3,725,383 ",India,N/A,Sooraj R. Barjatya,"Action, Drama, Musical, Romance","Hindi, Tamil, English, French",N/A,"While recovering from an assassination attempt four days before his coronation, a stern prince is replaced by a romantic lookalike.",https://m.media-amazon.com/images/M/MV5BYzY0NWEzYTctNzg5Yi00OTM0LTlkMGMtYWE1MTYyZjdjNWFjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,Rajshri Productions,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}]",12-Nov-15,TRUE,164 min,movie,N/A,"Sooraj R. Barjatya (story and screenplay), Aash Karan Atal (dialogue)",2015,tt3595298,4.6,"16,004",,,,,,,,
0,,,Christopher Robin,"Ewan McGregor, Hayley Atwell, Bronte Carmichael, Mark Gatiss",N/A,N/A,"UK, USA",N/A,Marc Forster,"Adventure, Comedy, Drama, Family, Fantasy",English,60,"A working-class family man, Christopher Robin, encounters his childhood friend Winnie-the-Pooh, who helps him to rediscover the joys of life.",https://m.media-amazon.com/images/M/MV5BMjAzOTM2OTAyNF5BMl5BanBnXkFtZTgwNTg5ODg1NTM@._V1_SX300.jpg,N/A,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Metacritic', 'Value': '60/100'}]",3-Aug-18,TRUE,104 min,movie,N/A,"A.A. Milne (based on characters created by), Ernest Shepard (based on characters created by), Alex Ross Perry (screenplay by), Tom McCarthy (screenplay by), Allison Schroeder (screenplay by), Greg Brooker (story by), Mark Steven Johnson (story by)",2018,tt4575576,7.3,"58,231",,,,,,,,
0,,,The Bookshop,"Emily Mortimer, Bill Nighy, Hunter Tremayne, Honor Kneafsey",8 wins & 30 nominations.,N/A,"UK, Spain, Germany",15-Jan-19,Isabel Coixet,Drama,English,62,"England 1959. In a small East Anglian town, Florence Green decides, against polite but ruthless local opposition, to open a bookshop.",https://m.media-amazon.com/images/M/MV5BNDIzYjIyMGEtYzIyZS00OGY3LWI5ODYtN2M1YjAxOTA5OTgzXkEyXkFqcGdeQXVyMzI3MDEzMzM@._V1_SX300.jpg,Greenwich Entertainment,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",24-Aug-18,TRUE,113 min,movie,N/A,"Isabel Coixet (screenplay), Penelope Fitzgerald (novel)",2017,tt3127022,6.4,"9,076",,,,,,,,
0,,,The Nice Guys,"Russell Crowe, Ryan Gosling, Angourie Rice, Matt Bomer",8 wins & 32 nominations.,"$32,261,515 ",USA,23-Aug-16,Shane Black,"Action, Comedy, Crime, Mystery, Thriller","English, German",70,"In 1970s Los Angeles, a mismatched pair of private eyes investigate a missing girl and the mysterious death of a porn star.",https://m.media-amazon.com/images/M/MV5BMjcwNDA5MDYyNl5BMl5BanBnXkFtZTgwNjg0NDkzNzE@._V1_SX300.jpg,Warner Bros. Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",20-May-16,TRUE,116 min,movie,N/A,"Shane Black, Anthony Bagarozzi",2016,tt3799694,7.4,"249,710",,,,,,,,
0,,,Norm of the North,"Rob Schneider, Heather Graham, Ken Jeong, Bill Nighy",N/A,"$12,320,716 ","USA, India, Ireland",19-Apr-16,Trevor Wall,"Animation, Adventure, Comedy, Family",English,21,"When a real estate development invades his Arctic home, Norm and his three lemming friends head to New York City, where Norm becomes the mascot of the corporation in an attempt to bring it down from the inside and protect his homeland.",https://m.media-amazon.com/images/M/MV5BNTY4MDk4Mjc4NV5BMl5BanBnXkFtZTgwNzg4OTk0NzE@._V1_SX300.jpg,Lionsgate,PG,"[{'Source': 'Internet Movie Database', 'Value': '3.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '9%'}, {'Source': 'Metacritic', 'Value': '21/100'}]",15-Jan-16,TRUE,90 min,movie,N/A,"Malcolm T. Goldman (screenplay by), Steven Altiere (screenplay by), Daniel Altiere (screenplay by)",2016,tt1594972,3.4,"8,132",,,,,,,,
0,,,The Edge of Seventeen,"Hailee Steinfeld, Haley Lu Richardson, Blake Jenner, Kyra Sedgwick",Nominated for 1 Golden Globe. Another 6 wins & 25 nominations.,"$14,260,193 ","USA, China",14-Feb-17,Kelly Fremon Craig,"Comedy, Drama",English,77,"High-school life gets even more unbearable for Nadine when her best friend, Krista, starts dating her older brother.",https://m.media-amazon.com/images/M/MV5BODE2NjE4NjYyMV5BMl5BanBnXkFtZTgwNzk3MjQ0OTE@._V1_SX300.jpg,STX Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",18-Nov-16,TRUE,104 min,movie,N/A,Kelly Fremon Craig,2016,tt1878870,7.3,"91,295",,,,,,,,
0,,,Keanu,"Jordan Peele, Keegan-Michael Key, Tiffany Haddish, Method Man",5 wins & 5 nominations.,N/A,USA,2-Aug-16,Peter Atencio,"Action, Comedy, Crime",English,63,"When the adorable kitten of an L.A. crime kingpin unexpectedly enters the life of two cousins, they will have to go through tough gangs, pitiless hit-men, and ruthless drug dealers who all claim him, to get him back. How hard can it be?",https://m.media-amazon.com/images/M/MV5BMTUwODA0NzQxMl5BMl5BanBnXkFtZTgwNzUyMjY3ODE@._V1_SX300.jpg,Warner Bros. Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",29-Apr-16,TRUE,100 min,movie,N/A,"Jordan Peele, Alex Rubens",2016,tt4139124,6.3,"42,748",,,,,,,,
